link,pdf_links
https://www.bnm.gov.my/-/newly-published-implementation-of-the-revised-rules-on-the-definition-of-capital-for-banking-institutions,[]
https://www.bnm.gov.my/-/newly-published-guidelines-on-data-management-and-mis-framework-for-development-financial-institutions,[]
https://www.bnm.gov.my/-/call-for-public-feedback-concept-paper-financial-reporting-for-development-financial-institutions,[]
https://www.bnm.gov.my/-/call-for-public-feedback-concept-paper-guidelines-on-risk-governance,[]
https://www.bnm.gov.my/-/national-statistics-conference-2012-mystats-2012-enhancing-national-statistics-to-meet-public-and-private-sectors-needs-during-a-period-of-transformation-7-november-2012-sasana-kijang-kuala-lumpur,[]
https://www.bnm.gov.my/-/newly-published-guidelines-on-governance-and-operational-requirements-on-conduct-of-money-services-business-msb-,[]
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-ogos-kini-boleh-dimuat-turun,['documents/20124/761703/Ringgit+Ed28+Draft4_Aug+2012m.pdf']
https://www.bnm.gov.my/-/pelawaan-mengemukakan-maklum-balas-kertas-konsep-bagi-pengurusan-risiko-dan-kawalan-dalaman-untuk-perniagaan-perkhidmatan-wang,[]
https://www.bnm.gov.my/-/muat-turun-teks-ucapan-bajet-2013-oleh-perdana-menteri-malaysia,['documents/20124/761703/ub13.pdf']
https://www.bnm.gov.my/-/peringatan-kepada-semua-pengguna-senarai-syarikat-dan-laman-sesawang-yang-tidak-diberi-kebenaran-atau-kelulusan-telah-dikemaskini.,[]
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-julai-kini-boleh-dimuat-turun,['documents/20124/761703/7_Ringgit_2012_s.pdf']
https://www.bnm.gov.my/-/bnm-website-scheduled-maintenance-from-12.00-a.m-8-september-2012-until-12.00-a.m-9-september-2012-.,[]
https://www.bnm.gov.my/-/call-for-participation-knowledge-management-km-conference-and-exhibition-strengthening-organisational-performance-through-km-8-9-october-2012-sasana-kijang-,[]
https://www.bnm.gov.my/-/call-for-public-feedback-concept-paper-governance-and-operational-requirements-on-conduct-of-money-services-business,[]
https://www.bnm.gov.my/-/asean-insurance-brokers-are-now-allowed-to-provide-cross-border-services-as-approved-international-marine-aviation-and-transit-mat-insurance-brokers-in-malaysia,[]
https://www.bnm.gov.my/-/newly-published-guidelines-on-representative-offices,[]
https://www.bnm.gov.my/-/newly-published-guidelines-on-agent-banking,[]
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-april-kini-boleh-dimuat-turun,['documents/20124/790377/Ringgit_April_2012.pdf']
https://www.bnm.gov.my/-/financial-consumer-alert-be-alert-of-the-common-features-of-illegal-schemes,[]
https://www.bnm.gov.my/-/sources-and-uses-of-funds-of-the-financial-system-is-now-available-for-download.,[]
https://www.bnm.gov.my/-/pasca-naik-taraf-sistem-portal-bnm-sila-kemas-kini-pautan-penanda-bookmark/favourite-,[]
https://www.bnm.gov.my/-/call-for-public-feedback-concept-paper-risk-weighted-capital-adequacy-framework-and-capital-adequacy-framework-for-islamic-banks-general-requirements-and-capital-components-,[]
https://www.bnm.gov.my/-/penaiktarafan-berjadual-sistem-portal-bnm-bermula-jam-10-malam-jumaat-25-mei-hingga-jam-10-pagi-ahad-27-mei-2012-1,[]
https://www.bnm.gov.my/-/ringgit-newsletter-february-issue-is-now-available-for-download.,[]
https://www.bnm.gov.my/-/kalendar-lawatan-akademik-2012,"['documents/20124/761703/BNM_form_2012.pdf', 'documents/20124/761703/bm_bnm_procedures.pdf', 'documents/20124/761703/bm_bnm_academic_cal.pdf']"
https://www.bnm.gov.my/-/bnm-to-host-the-3rd-global-islamic-finance-forum-giff-from-18th-to-20th-september-2012,[]
https://www.bnm.gov.my/-/briefing-slides-are-now-available-for-download-1,[]
https://www.bnm.gov.my/-/newly-published-guidelines-on-statistical-reporting-for-money-services-business,[]
https://www.bnm.gov.my/-/biasiswa-bank-negara-malaysia-sesi-akademik-2012/2013-pemimpin-masa-depan,[]
https://www.bnm.gov.my/-/program-pendidikan-rangkuman-kewangan-1-6-mac-2012,[]
https://www.bnm.gov.my/-/newly-published-guidelines-on-internal-capital-adequacy-assessment-process-icaap-for-insurers,[]
https://www.bnm.gov.my/-/jadual-mesyuarat-majlis-penasihat-syariah-bank-negara-malaysia-bagi-tahun-2012,[]
https://www.bnm.gov.my/-/perkhidmatan-link-bergerak-bnm-bnm-mobilelink-akan-berada-di-negeri-pahang,[]
https://www.bnm.gov.my/-/the-bank-s-shariah-advisory-council-sac-meeting-schedule-for-2012,[]
https://www.bnm.gov.my/-/ringgit-newsletter-november-issue-is-now-available-for-download.,[]
https://www.bnm.gov.my/-/tt,[]
https://www.bnm.gov.my/-/working-paper-global-monetary-easing-spillovers-and-lines-of-defence,[]
https://www.bnm.gov.my/-/working-paper-the-marginal-propensity-to-consume-across-household-income-groups,[]
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-november-2013-kini-boleh-dimuat-turun,['documents/20124/790075/Ringgit_11.pdf']
https://www.bnm.gov.my/-/exposure-drafts-on-islamic-financial-contracts-shariah-requirements-and-optional-practices-,[]
https://www.bnm.gov.my/-/visit-payment-system-exhibition-at-sasana-kijang-and-sign-up-for-latest-offer-on-e-banking/payment-services,[]
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-oktober-2013-kini-boleh-dimuat-turun-release-date-27-nov-2013,['documents/20124/761700/Ringgit_10.pdf']
https://www.bnm.gov.my/-/joint-public-consultation-paper-trade-repository-reporting-requirement-for-over-the-counter-derivatives,[]
https://www.bnm.gov.my/-/lindungi-diri-anda-daripada-terpedaya-dengan-kegiatan-mencuri-maklumat-kewangan-atau-phishing-scams-.,[]
https://www.bnm.gov.my/-/concept-paper-life-insurance-and-family-takaful-framework-consultation-period-extended-until-9-january-2014-,['documents/20124/761700/Life_Insurance_and_Family_Takaful_Framework_Concept_Paper_v2.pdf']
https://www.bnm.gov.my/-/muat-turun-ucapan-bajet-2014-oleh-perdana-menteri-malaysia,['documents/20124/761700/bs14_bm.pdf']
https://www.bnm.gov.my/-/watch-the-exclusive-video-tun-dr.-mahathir-special-address-innovative-financing-for-global-entrepreneurs-,[]
https://www.bnm.gov.my/-/polisi-baharu-diterbitkan-registration-procedure-to-carry-on-adjusting-business-,"['documents/20124/761700/Appendix+II+-+adjuster-glines-policies.pdf', 'documents/20124/761700/Appendix+III+-+adjuster-registrationform.pdf', 'documents/20124/761700/Appendix+I+-+adjuster-regnreqmt.pdf', 'documents/20124/761700/adjuster-stdregistrationcriteria.pdf']"
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-september-2013-kini-boleh-dimuat-turun,['documents/20124/761700/Ringgit_9.pdf']
https://www.bnm.gov.my/-/national-statistics-conference-2013-mystats-2013-promoting-innovation-in-economic-and-financial-statistics-to-support-policy-making-in-a-dynamic-environment-18-november-2013-sasana-kijang-kuala-lumpur-,[]
https://www.bnm.gov.my/-/ringgit-newsletter-august-2013-issue-is-now-available-for-download.,['documents/20124/761700/Ringgit_8.pdf']
https://www.bnm.gov.my/-/guideline-on-dye-stained-banknotes-1,[]
https://www.bnm.gov.my/-/ringgit-newsletter-july-2013-issue-is-now-available-for-download.,['documents/20124/761700/ringgit_7.pdf']
https://www.bnm.gov.my/-/ringgit-newsletter-june-2013-issue-is-now-available-for-download,['documents/20124/761700/Ringgit_62013.pdf']
https://www.bnm.gov.my/-/ringgit-newsletter-may-2013-issue-is-now-available-for-download,[]
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-april-2013-kini-boleh-dimuat-turun,['documents/20124/761700/4_Ringgit_2013.pdf']
https://www.bnm.gov.my/-/sources-and-uses-of-funds-in-the-financial-system-is-now-available-for-download,[]
https://www.bnm.gov.my/-/concept-paper-3-anti-money-laundering-and-counter-financing-of-terrorism-aml/cft-money-services-business-sector,[]
https://www.bnm.gov.my/-/concept-paper-on-anti-money-laundering-and-counter-financing-of-terrorism-aml/cft-designated-non-financial-businesses-and-professions-dnfbps-other-non-financial-sectors,[]
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-mac-2013-kini-boleh-dimuat-turun,['documents/20124/761700/Ringgit_mar2013.pdf']
https://www.bnm.gov.my/-/newly-published-concept-paper-on-murabahah-operational-requirements-,[]
https://www.bnm.gov.my/-/ringgit-newsletter-february-2013-issue-is-now-available-for-download,[]
https://www.bnm.gov.my/-/newly-published-guidelines-on-agent-oversight-framework-for-the-money-services-business-industry,[]
https://www.bnm.gov.my/-/response-to-feedback-received-single-counterparty-exposure-limit,[]
https://www.bnm.gov.my/-/response-to-feedback-received-concept-paper-on-recordkeeping-and-reporting-requirements-for-over-the-counter-otc-derivatives,[]
https://www.bnm.gov.my/-/briefing-slides-are-now-available-for-download,[]
https://www.bnm.gov.my/-/biasiswa-bank-negara-malaysia-sesi-akademik-2013-/-2014,[]
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-januari-2013-kini-boleh-dimuat-turun,['documents/20124/761700/Ringgit+Ed33+Jan+2013+%28Draft7%29.pdf']
https://www.bnm.gov.my/-/newly-published-policy-on-risk-governance,[]
https://www.bnm.gov.my/-/newly-published-policies-on-single-counterparty-exposure-limit-and-single-counterparty-exposure-limit-for-islamic-banks.,[]
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-disember-2012-kini-boleh-dimuat-turun,['documents/20124/761700/Ringgit+Ed32+Draft3_Dec2012.pdf']
https://www.bnm.gov.my/-/newly-published-guidelines-on-ibra-rebate-for-sale-based-financing,[]
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-november-2012-kini-boleh-dimuat-turun-1,['documents/20124/761700/Ringgit_09_2012_03.pdf']
https://www.bnm.gov.my/-/payment-card-reform-framework,[]
https://www.bnm.gov.my/-/repurchase-agreement-transactions-3,[]
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-oktober-2014-kini-boleh-dimuat-turun,['documents/20124/761697/Ringgit+Ed54+Oct+2014+v3.pdf']
https://www.bnm.gov.my/-/bnm-to-host-the-bnm-economics-research-workshop-2014-on-the-structural-challenges-of-achieving-sustained-and-inclusive-growth-,[]
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-september-2014-kini-boleh-dimuat-turun,['documents/20124/761697/Ringgit+Ed53+Sep+2014+v9.pdf']
https://www.bnm.gov.my/-/concept-paper-on-management-of-participating-life-policy-business,[]
https://www.bnm.gov.my/-/capital-adequacy-framework-for-financial-holding-companies-discussion-paper,[]
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-ogos-2014-kini-boleh-dimuat-turun,['documents/20124/761697/Ringgit+Ed52+Aug+2014+v5.pdf']
https://www.bnm.gov.my/-/circular-pursuant-to-the-coming-into-force-of-the-amendments-to-the-amlatfa,[]
https://www.bnm.gov.my/-/circular-pursuant-to-the-anti-money-laundering-and-anti-terrorism-financing-security-council-resolution-al-qaida-and-taliban-amendment-order-2014-1,[]
https://www.bnm.gov.my/-/concept-paper-on-payment-card-reform-framework,[]
https://www.bnm.gov.my/-/muat-turun-ucapan-bajet-2015-oleh-perdana-menteri-malaysia,['documents/20124/761697/budget2015_bm.pdf']
https://www.bnm.gov.my/-/information-on-e-payment-services-and-fees-1,[]
https://www.bnm.gov.my/-/concept-paper-on-liquidity-coverage-ratio,[]
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-julai-2014-kini-boleh-dimuat-turun,['documents/20124/761697/Ringgit+Ed51+July+2014+v5.pdf']
https://www.bnm.gov.my/-/concept-paper-compliance,[]
https://www.bnm.gov.my/-/malaysia-has-been-selected-to-host-afi-network-s-new-headquarters,[]
https://www.bnm.gov.my/-/call-for-public-feedback-consultation-paper-on-the-netting-of-financial-agreements-bill,[]
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-jun-2014-kini-boleh-dimuat-turun,['documents/20124/761697/Ringgit+Ed50+Jun+2014+v4.pdf']
https://www.bnm.gov.my/-/enhancement-of-the-chiang-mai-initiative-multilateralisation,[]
https://www.bnm.gov.my/-/circular-pursuant-to-section-83-of-the-anti-money-laundering-and-anti-terrorism-financing-act-2001-amlatfa-on-the-recent-public-statement-issued-by-the-fatf,[]
https://www.bnm.gov.my/-/enhancement-of-the-policy-and-guidelines-of-the-small-debt-resolution-scheme-sdrs-,[]
https://www.bnm.gov.my/-/the-shariah-advisory-council-of-bank-negara-malaysia-the-sac-148th-meeting,[]
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-mei-2014-kini-boleh-dimuat-turun,['documents/20124/761697/Ringgit+Ed49+May+2014+v4.pdf']
https://www.bnm.gov.my/-/concept-papers-ijarah-and-istisna-,[]
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-april-2014-kini-boleh-dimuat-turun-1,['documents/20124/761697/Ringgit+Ed48+Apr+2014+v3.pdf']
https://www.bnm.gov.my/-/the-shariah-advisory-council-of-bank-negara-malaysia-the-sac-147th-meeting,[]
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-mac-2014-kini-boleh-dimuat-turun,['documents/20124/761697/Ringgit+Ed47+Mac+2014+v10.pdf']
https://www.bnm.gov.my/-/berwaspada-dengan-panggilan-palsu-daripada-mereka-yang-mendakwa-sebagai-pegawai-bank-negara-malaysia-1,['documents/20124/761697/scam_alert_bm.pdf']
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-februari-2014-kini-boleh-dimuat-turun,['documents/20124/761697/Ringgit+Ed46+Feb+2014+v4.pdf']
https://www.bnm.gov.my/-/online-banking-6-ways-to-stay-safe-online,[]
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-januari-2014-kini-boleh-dimuat-turun,['documents/20124/761697/Ringgit+Ed45+Jan+2014+v3.pdf']
https://www.bnm.gov.my/-/berwaspada-dengan-panggilan-palsu-daripada-mereka-yang-mendakwa-sebagai-pegawai-bank-negara-malaysia,[]
https://www.bnm.gov.my/-/biasiswa-bank-negara-malaysia-sesi-akademik-2014-/-2015,[]
https://www.bnm.gov.my/-/financial-consumer-alert-list-of-unauthorised-companies-and-websites-has-been-updated.,[]
https://www.bnm.gov.my/-/buletin-ringgit-keluaran-disember-2013-kini-boleh-dimuat-turun,['documents/20124/761697/Ringgit_12.pdf']
https://www.bnm.gov.my/-/penerbitan-manual-rujukan-mahkamah-dan-penimbang-tara-kepada-majlis-penasihat-syariah-bank-negara-malaysia,['documents/20124/761697/Manual+Rujukan+Mahkamah+dan+Penimbang+Tara.pdf']
